measured,configuration,pair_wise,pair_wise_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",22.3,0.0,9.216,0.361,8.319,10.113,false,13.084,1.42,171.191
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",28.11,0.0,19.007,0.268,18.343,19.672,false,9.103,0.479,82.865
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",28.11,0.0,19.324,0.379,18.383,20.264,false,8.786,0.455,77.194
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",21.56,0.0,9.341,0.357,8.454,10.227,false,12.219,1.308,149.304
"false","[TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.24,0.0,6.264,0.452,5.142,7.386,true,0.024,0.004,0.001
"true","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",17.77,0.0,18.144,0.249,17.526,18.762,true,0.374,0.021,0.14
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",12.47,0.0,9.187,0.439,8.096,10.277,false,3.283,0.357,10.778
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",20.09,0.0,19.032,0.729,17.22,20.843,true,1.058,0.056,1.119
"false","[MONITOR, FILESIZETHRESHOLD, CLOCK]",17.56,0.0,18.667,0.323,17.866,19.468,false,1.107,0.059,1.225
"false","[DEEPCOPY, FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, CLOCK]",17.41,0.0,18.077,0.262,17.426,18.728,false,0.667,0.037,0.445
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, CLOCK]",56.29,0.0,54.665,0.088,54.445,54.884,false,1.625,0.03,2.641
"true","[DEEPCOPY, SNAPSHOTSERIALIZER]",17.77,0.0,18.396,0.364,17.493,19.299,true,0.626,0.034,0.392
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",13.05,0.0,9.586,0.156,9.198,9.975,false,3.464,0.361,11.999
"false","[JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.79,0.0,23.719,0.629,22.156,25.283,true,0.071,0.003,0.005
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.29,0.0,8.619,0.103,8.364,8.873,false,12.671,1.47,160.554
"false","[DEEPCOPY, FILEAGETHRESHOLD, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",23.7,0.0,24.803,0.543,23.455,26.151,true,1.103,0.044,1.217
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",65.34,0.0,61.595,0.432,60.523,62.667,false,3.745,0.061,14.025
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER]",14.87,0.0,9.221,0.304,8.467,9.975,false,5.649,0.613,31.911
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.61,0.0,8.607,0.035,8.52,8.693,false,11.003,1.278,121.066
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",71.84,0.0,67.649,0.266,66.987,68.31,false,4.191,0.062,17.564
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER]",54.61,0.0,55.016,0.517,53.731,56.301,true,0.406,0.007,0.165
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.29,0.0,8.36,0.261,7.712,9.007,false,12.93,1.547,167.185
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",20.09,0.0,18.815,0.341,17.967,19.662,false,1.275,0.068,1.626
"false","[DEEPCOPY, SNAPSHOTSERIALIZER, CLOCK]",17.41,0.0,17.977,0.447,16.866,19.088,true,0.567,0.032,0.321
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",9.34,0.0,9.186,0.262,8.536,9.836,true,0.154,0.017,0.024
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",19.73,0.0,18.712,0.486,17.503,19.92,true,1.018,0.054,1.036
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER]",8.76,0.0,8.606,0.254,7.974,9.238,true,0.154,0.018,0.024
"true","[JOURNALSERIALIZER, FILESIZETHRESHOLD]",24.15,0.0,24.644,0.638,23.059,26.23,true,0.494,0.02,0.244
"true","[MONITOR, DISKSYNC]",47.15,0.0,47.926,0.615,46.398,49.455,true,0.776,0.016,0.602
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, CLOCK]",9.77,0.0,9.529,0.347,8.668,10.39,true,0.241,0.025,0.058
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, CLOCK]",49.77,0.0,48.507,0.578,47.071,49.943,true,1.263,0.026,1.595
"false","[DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",84.3,0.0,74.253,0.843,72.16,76.347,false,10.047,0.135,100.942
"true","[DISKSYNC, JOURNALSERIALIZER]",54.61,0.0,55.357,0.689,53.646,57.068,true,0.747,0.013,0.558
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",72.78,0.0,67.352,0.714,65.578,69.126,false,5.428,0.081,29.463
"false","[DEEPCOPY, FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",83.56,0.0,74.737,0.546,73.382,76.092,false,8.823,0.118,77.845
"false","[FILEAGETHRESHOLD, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.79,0.0,24.323,0.194,23.841,24.805,false,0.533,0.022,0.284
"false","[DEEPCOPY, FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",23.8,0.0,18.561,0.292,17.836,19.285,false,5.239,0.282,27.447
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",8.4,0.0,8.549,0.2,8.053,9.044,true,0.149,0.017,0.022
"true","[MONITOR]",13.72,0.0,14.305,0.573,12.882,15.729,true,0.585,0.041,0.342
