measured,configuration,feature_wise,feature_wise_std,brute_force,brute_force_std,brute_force_minci,brute_force_maxci,1withinci,absolute error,relative error,squared error
"false","[MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, CHECK, REVERSE, GENERALNUMERICSORT]",107.9,0.0,103.092,0,0,0,false,4.808,0.047,23.117
"false","[VERSIONSORT, MONTHSORT, HUMANNUMERICSORT, MERGE, UNIQUE, REVERSE, GENERALNUMERICSORT]",176.94,0.0,101.485,0,0,0,false,75.455,0.744,5693.457
"false","[HUMANNUMERICSORT, NUMERICSORT, MERGE, UNIQUE, REVERSE, IGNORECASE]",78.55,0.0,17.656,0,0,0,false,60.894,3.449,3708.079
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MERGE, UNIQUE, DICTIONARYORDER, CHECK, REVERSE]",76.66,0.0,23.155,0,0,0,false,53.505,2.311,2862.785
"false","[VERSIONSORT, MONTHSORT, HUMANNUMERICSORT, MERGE, DICTIONARYORDER, REVERSE]",145.7,0.0,31.762,0,0,0,false,113.938,3.587,12981.868
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMERICSORT, UNIQUE, GENERALNUMERICSORT, IGNORECASE]",34.71,0.0,30.292,0,0,0,false,4.418,0.146,19.519
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, UNIQUE, DICTIONARYORDER, CHECK, IGNORECASE]",1.58,0.0,1.591,0,0,0,false,0.011,0.007,0
"false","[IGNORELEADINGBLANKS, NUMERICSORT, MERGE, UNIQUE, REVERSE, IGNORECASE]",78.55,0.0,17.225,0,0,0,false,61.325,3.56,3760.756
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMERICSORT, MERGE, CHECK]",9.51,0.0,13.27,0,0,0,false,3.76,0.283,14.138
"false","[IGNORELEADINGBLANKS, VERSIONSORT, MONTHSORT, HUMANNUMERICSORT]",70.62,0.0,42.904,0,0,0,false,27.716,0.646,768.177
"false","[IGNORELEADINGBLANKS, VERSIONSORT, DICTIONARYORDER, CHECK, GENERALNUMERICSORT, IGNORECASE]",32.82,0.0,1.565,0,0,0,false,31.255,19.971,976.875
"false","[IGNORELEADINGBLANKS, HUMANNUMERICSORT, NUMERICSORT, DICTIONARYORDER, IGNORECASE]",3.47,0.0,3.505,0,0,0,false,0.035,0.01,0.001
