measured,configuration,config_crusher,config_crusher_std,brute_force,brute_force_std,absolute error,relative % error,squared error
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.33,0.0,5.616,0.262,0.714,12.714,0.51
"true","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER]",16.555,0.0,14.34,0.518,2.215,15.446,4.906
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",9.758,0.0,17.777,0.209,8.019,45.109,64.304
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",48.491,0.0,55.274,0.393,6.783,12.272,46.009
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",55.514,0.0,69.633,0.55,14.119,20.276,199.346
"true","[MONITOR, CLOCK]",12.984,0.0,11.545,0.354,1.439,12.464,2.071
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER]",6.91,0.0,8.181,0.169,1.271,15.536,1.615
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER, FILESIZETHRESHOLD]",19.852,0.0,19.558,0.442,0.294,1.503,0.086
"true","[FILEAGETHRESHOLD, MONITOR, DISKSYNC]",44.499,0.0,43.477,0.58,1.022,2.351,1.044
"false","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",10.35,0.0,9.608,0.209,0.742,7.723,0.551
"true","[DISKSYNC, FILESIZETHRESHOLD]",47.997,0.0,48.575,0.601,0.578,1.19,0.334
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",6.378,0.0,5.774,0.198,0.604,10.461,0.365
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.964,0.0,32.267,0.925,12.303,38.129,151.364
"false","[DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",47.473,0.0,56.76,0.656,9.287,16.362,86.248
"true","[TRANSIENTMODE, CLOCK]",6.419,0.0,5.684,0.245,0.735,12.931,0.54
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",10.31,0.0,18.229,0.619,7.919,43.442,62.711
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",10.287,0.0,18.681,0.537,8.394,44.933,70.459
"false","[MONITOR, SNAPSHOTSERIALIZER]",12.003,0.0,11.003,0.28,1,9.088,1
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.888,0.0,5.661,0.256,1.227,21.675,1.506
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.52,0.0,5.642,0.261,0.878,15.562,0.771
"true","[TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",10.348,0.0,8.616,0.168,1.732,20.102,3
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",10.312,0.0,18.7,0.41,8.388,44.856,70.359
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",47.904,0.0,55.197,0.448,7.293,13.213,53.188
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, CLOCK]",6.84,0.0,5.661,0.064,1.179,20.827,1.39
"true","[TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",6.518,0.0,5.772,0.068,0.746,12.924,0.557
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER]",10.479,0.0,18.312,0.38,7.833,42.775,61.356
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",10.342,0.0,8.509,0.185,1.833,21.542,3.36
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",6.328,0.0,6.173,0.233,0.155,2.511,0.024
"false","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.743,0.0,18.827,0.618,0.916,4.865,0.839
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.727,0.0,8.029,0.273,1.302,16.216,1.695
"false","[MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",15.8,0.0,14.605,0.255,1.195,8.182,1.428
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",49.094,0.0,51.555,1.11,2.461,4.774,6.057
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",10.354,0.0,18.626,0.347,8.272,44.411,68.426
"false","[DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",47.902,0.0,55.776,0.424,7.874,14.117,62
"true","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, CLOCK]",16.263,0.0,15.133,0.319,1.13,7.467,1.277
"false","[DEEPCOPY, CLOCK]",12.609,0.0,14.704,0.293,2.095,14.248,4.389
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",15.864,0.0,14.081,0.285,1.783,12.662,3.179
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, DISKSYNC, FILESIZETHRESHOLD]",49.4,0.0,55.901,0.439,6.501,11.629,42.263
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",19.962,0.0,30.878,0.546,10.916,35.352,119.159
"true","[TRANSIENTMODE, MONITOR, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",6.886,0.0,6.298,0.256,0.588,9.336,0.346
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",6.244,0.0,8.24,0.193,1.996,24.223,3.984
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",47.475,0.0,56.222,0.625,8.747,15.558,76.51
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.38,0.0,6.184,0.271,0.196,3.169,0.038
"false","[DEEPCOPY, TRANSIENTMODE, FILESIZETHRESHOLD]",6.725,0.0,8.093,0.187,1.368,16.903,1.871
"false","[MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",15.593,0.0,14.084,0.205,1.509,10.714,2.277
"false","[FILEAGETHRESHOLD, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",16.265,0.0,15.121,0.537,1.144,7.566,1.309
"false","[DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",49.469,0.0,49.599,0.744,0.13,0.262,0.017
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",42.984,0.0,42.685,0.551,0.299,0.7,0.089
"true","[FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD]",15.487,0.0,14.101,0.338,1.386,9.829,1.921
"true","[FILEAGETHRESHOLD, MONITOR, FILESIZETHRESHOLD, CLOCK]",15.862,0.0,13.94,0.454,1.922,13.788,3.694
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",18.887,0.0,8.632,0.194,10.255,118.802,105.165
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",6.25,0.0,8.19,0.249,1.94,23.687,3.764
"false","[FILEAGETHRESHOLD, DEEPCOPY, SNAPSHOTSERIALIZER]",12.473,0.0,14.351,0.398,1.878,13.086,3.527
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",9.982,0.0,8.455,0.108,1.527,18.06,2.332
"true","[DISKSYNC, JOURNALSERIALIZER, CLOCK]",49.34,0.0,49.523,0.419,0.183,0.37,0.033
"false","[DEEPCOPY, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",6.581,0.0,8.131,0.244,1.55,19.063,2.402
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",20.454,0.0,30.946,0.846,10.492,33.904,110.082
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",6.842,0.0,6.35,0.258,0.492,7.748,0.242
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",20.456,0.0,29.814,0.467,9.358,31.388,87.572
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",10.34,0.0,8.783,0.357,1.557,17.727,2.424
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",48.363,0.0,62.894,0.733,14.531,23.104,211.15
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.984,0.0,8.495,0.13,1.489,17.528,2.217
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER]",9.914,0.0,17.103,0.589,7.189,42.034,51.682
"false","[FILEAGETHRESHOLD, DEEPCOPY, CLOCK]",13.481,0.0,15.502,0.458,2.021,13.037,4.084
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, DISKSYNC]",6.248,0.0,9.162,0.472,2.914,31.805,8.491
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.289,0.0,19.636,0.666,9.347,47.601,87.366
"true","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.542,0.0,8.557,0.215,1.985,23.197,3.94
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",15.489,0.0,14.999,0.382,0.49,3.267,0.24
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD]",6.229,0.0,8.678,0.281,2.449,28.221,5.998
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",48.525,0.0,48.013,0.342,0.512,1.066,0.262
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",44.469,0.0,50.156,0.381,5.687,11.339,32.342
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",15.561,0.0,18.324,0.565,2.763,15.079,7.634
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",10.397,0.0,18.871,0.228,8.474,44.905,71.809
"false","[DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",49.342,0.0,49.682,0.134,0.34,0.684,0.116
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",42.952,0.0,50.67,0.791,7.718,15.232,59.568
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",54.432,0.0,67.934,0.72,13.502,19.875,182.304
"true","[FILEAGETHRESHOLD, FILESIZETHRESHOLD]",15.568,0.0,14.486,0.357,1.082,7.469,1.171
"false","[MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",47.507,0.0,47.259,0.5,0.248,0.525,0.062
"false","[TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.544,0.0,9.805,0.569,0.739,7.537,0.546
"false","[FILEAGETHRESHOLD, DEEPCOPY]",12.471,0.0,15.17,0.388,2.699,17.792,7.285
"false","[DEEPCOPY, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER]",44.238,0.0,49.807,0.771,5.569,11.181,31.014
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",15.832,0.0,18.165,0.974,2.333,12.843,5.443
"true","[FILEAGETHRESHOLD, FILESIZETHRESHOLD, CLOCK]",16.145,0.0,14.728,0.305,1.417,9.621,2.008
"false","[MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",47.936,0.0,47.233,0.223,0.703,1.488,0.494
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD]",6.423,0.0,5.695,0.261,0.728,12.783,0.53
"true","[TRANSIENTMODE, JOURNALSERIALIZER]",10.511,0.0,8.485,0.091,2.026,23.877,4.105
"true","[FILESIZETHRESHOLD]",15.805,0.0,14.095,0.375,1.71,12.132,2.924
"true","[MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",49.175,0.0,51.154,0.74,1.979,3.869,3.916
"false","[DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",15.768,0.0,18.716,0.474,2.948,15.751,8.691
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",54.304,0.0,69.891,0.494,15.587,22.302,242.955
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.968,0.0,8.436,0.566,1.532,18.16,2.347
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",10.386,0.0,8.264,0.381,2.122,25.678,4.503
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.652,0.0,8.182,0.505,1.47,17.966,2.161
"false","[DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",16.639,0.0,25.156,0.592,8.517,33.857,72.539
"false","[DEEPCOPY]",12.638,0.0,14.486,0.189,1.848,12.757,3.415
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR]",6.908,0.0,8.17,0.34,1.262,15.447,1.593
"false","[JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",21.879,0.0,18.506,0.408,3.373,18.227,11.377
"false","[DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",15.806,0.0,25.625,0.356,9.819,38.318,96.413
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",6.276,0.0,6.117,0.2,0.159,2.599,0.025
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.903,0.0,8.313,0.277,1.59,19.127,2.528
"true","[FILESIZETHRESHOLD, CLOCK]",15.959,0.0,14.56,0.454,1.399,9.609,1.957
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",53.613,0.0,68.972,0.611,15.359,22.268,235.899
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",9.76,0.0,17.507,0.382,7.747,44.251,60.016
"false","[FILEAGETHRESHOLD, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",49.422,0.0,49.685,0.561,0.263,0.529,0.069
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.928,0.0,18.462,0.43,8.534,46.225,72.829
"true","[TRANSIENTMODE, JOURNALSERIALIZER, CLOCK]",10.319,0.0,8.398,0.234,1.921,22.874,3.69
"false","[DEEPCOPY, MONITOR, JOURNALSERIALIZER]",16.158,0.0,26.12,0.563,9.962,38.139,99.241
"true","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER]",48.393,0.0,49.966,0.978,1.573,3.148,2.474
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, CLOCK]",6.277,0.0,8.582,0.363,2.305,26.859,5.313
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",55.512,0.0,68.235,0.6,12.723,18.646,161.875
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",9.973,0.0,17.398,0.669,7.425,42.677,55.131
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",9.926,0.0,18.548,0.375,8.622,46.485,74.339
"true","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, CLOCK]",48.868,0.0,49.425,0.205,0.557,1.127,0.31
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER]",6.282,0.0,5.661,0.255,0.621,10.97,0.386
"true","[MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD]",20.486,0.0,19.703,0.348,0.783,3.974,0.613
"false","[MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",20.488,0.0,22.151,1.171,1.663,7.508,2.766
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",6.81,0.0,8.447,0.318,1.637,19.38,2.68
"true","[TRANSIENTMODE, DISKSYNC, CLOCK]",6.611,0.0,5.769,0.228,0.842,14.595,0.709
"true","[FILEAGETHRESHOLD, DISKSYNC, CLOCK]",43.989,0.0,44.433,0.96,0.444,0.999,0.197
"false","[FILEAGETHRESHOLD, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",48.395,0.0,51.796,1.008,3.401,6.566,11.567
"false","[TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",10.392,0.0,9.228,0.369,1.164,12.614,1.355
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.422,0.0,18.518,0.736,8.096,43.72,65.545
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.882,0.0,19.343,0.303,9.461,48.912,89.511
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.93,0.0,18.952,0.351,9.022,47.604,81.396
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC]",6.28,0.0,6.719,0.44,0.439,6.534,0.193
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, JOURNALSERIALIZER]",9.946,0.0,9.276,0.339,0.67,7.223,0.449
"true","[TRANSIENTMODE, MONITOR, DISKSYNC]",6.562,0.0,6.237,0.289,0.325,5.211,0.106
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, DISKSYNC, FILESIZETHRESHOLD, CLOCK]",6.74,0.0,8.83,0.298,2.09,23.669,4.368
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",15.457,0.0,19.967,0.471,4.51,22.587,20.34
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE]",6.171,0.0,8.941,0.355,2.77,30.981,7.673
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD]",10.369,0.0,17.526,0.497,7.157,40.836,51.223
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER, CLOCK]",12.147,0.0,11.031,0.316,1.116,10.117,1.245
"false","[MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.82,0.0,19.138,0.3,0.682,3.564,0.465
"false","[FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",19.854,0.0,18.906,0.468,0.948,5.014,0.899
"false","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",6.333,0.0,6.256,0.224,0.077,1.231,0.006
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",9.882,0.0,8.639,0.248,1.243,14.388,1.545
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, CLOCK]",6.257,0.0,8.593,0.273,2.336,27.185,5.457
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD]",53.611,0.0,68.32,0.431,14.709,21.53,216.355
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.286,0.0,18.78,0.544,8.494,45.229,72.148
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, CLOCK]",16.233,0.0,25.99,0.455,9.757,37.541,95.199
"false","[DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",53.865,0.0,70.173,0.586,16.308,23.24,265.951
"true","[DISKSYNC, CLOCK]",44.37,0.0,43.682,0.6,0.688,1.575,0.473
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.912,0.0,8.45,0.214,1.462,17.302,2.137
"true","[TRANSIENTMODE, FILESIZETHRESHOLD]",6.757,0.0,5.777,0.165,0.98,16.964,0.96
"false","[DEEPCOPY, MONITOR, DISKSYNC, CLOCK]",43.181,0.0,50.624,0.671,7.443,14.703,55.398
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, SNAPSHOTSERIALIZER, CLOCK]",6.875,0.0,8.882,0.354,2.007,22.596,4.028
"false","[FILEAGETHRESHOLD, DEEPCOPY, DISKSYNC, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",54.302,0.0,69.483,1.084,15.181,21.849,230.463
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, FILESIZETHRESHOLD]",7.013,0.0,5.582,0.302,1.431,25.636,2.048
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER]",6.246,0.0,7.985,0.256,1.739,21.778,3.024
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, DISKSYNC, JOURNALSERIALIZER]",9.978,0.0,18.87,0.324,8.892,47.122,79.068
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, FILESIZETHRESHOLD, CLOCK]",6.399,0.0,6.324,0.222,0.075,1.186,0.006
"true","[TRANSIENTMODE, MONITOR, FILESIZETHRESHOLD, CLOCK]",6.278,0.0,5.832,0.186,0.446,7.647,0.199
"false","[DEEPCOPY, TRANSIENTMODE, SNAPSHOTSERIALIZER, CLOCK]",6.389,0.0,8.117,0.274,1.728,21.289,2.986
"false","[MONITOR, SNAPSHOTSERIALIZER, CLOCK]",12.986,0.0,11.071,0.189,1.915,17.297,3.667
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD]",10.536,0.0,17.798,0.713,7.262,40.802,52.737
"false","[DEEPCOPY, TRANSIENTMODE]",6.244,0.0,8.425,0.242,2.181,25.887,4.757
"false","[FILEAGETHRESHOLD, DEEPCOPY, JOURNALSERIALIZER, SNAPSHOTSERIALIZER]",16.423,0.0,25.331,0.511,8.908,35.166,79.352
"false","[FILEAGETHRESHOLD, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",20.541,0.0,19.286,0.312,1.255,6.507,1.575
"true","[TRANSIENTMODE, FILESIZETHRESHOLD, CLOCK]",6.363,0.0,5.859,0.231,0.504,8.602,0.254
"false","[DEEPCOPY, TRANSIENTMODE, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",9.905,0.0,17.863,0.393,7.958,44.55,63.33
"false","[FILEAGETHRESHOLD, MONITOR, SNAPSHOTSERIALIZER]",11.933,0.0,11.553,0.337,0.38,3.289,0.144
"false","[TRANSIENTMODE, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD]",6.759,0.0,5.891,0.247,0.868,14.734,0.753
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, JOURNALSERIALIZER, CLOCK]",16.231,0.0,26.471,0.496,10.24,38.684,104.858
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, CLOCK]",6.808,0.0,8.19,0.269,1.382,16.874,1.91
"false","[FILEAGETHRESHOLD, DEEPCOPY, TRANSIENTMODE, MONITOR, DISKSYNC, JOURNALSERIALIZER, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",10.288,0.0,18.352,0.134,8.064,43.941,65.028
"true","[FILEAGETHRESHOLD, JOURNALSERIALIZER]",16.453,0.0,15.035,0.448,1.418,9.431,2.011
"true","[FILEAGETHRESHOLD, TRANSIENTMODE, DISKSYNC, CLOCK]",6.331,0.0,6.142,0.251,0.189,3.077,0.036
"true","[TRANSIENTMODE, MONITOR, DISKSYNC, CLOCK]",6.365,0.0,5.588,0.262,0.777,13.905,0.604
"false","[DEEPCOPY, TRANSIENTMODE, MONITOR, SNAPSHOTSERIALIZER, FILESIZETHRESHOLD, CLOCK]",6.248,0.0,7.913,0.094,1.665,21.041,2.772
"true","[MONITOR, JOURNALSERIALIZER, FILESIZETHRESHOLD, CLOCK]",19.818,0.0,19.57,0.601,0.248,1.267,0.062
"false","[FILEAGETHRESHOLD, DEEPCOPY, MONITOR, DISKSYNC, CLOCK]",42.95,0.0,51.176,0.648,8.226,16.074,67.667
